,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
12829,216442,0.1889999999999999,0.723,0.721,0.0,0,0.162,-3.623,0,0.327,151.966,4,0.369
2204,258834,0.782,0.619,0.22,1.19e-05,0,0.124,-13.843,1,0.0667,75.16,4,0.423
14115,160831,0.00147,0.465,0.994,0.0,2,0.308,-2.702,1,0.0821,165.02700000000002,4,0.615
12501,236800,0.00572,0.625,0.99,0.581,9,0.135,-0.8390000000000001,1,0.178,74.999,4,0.594
16216,171970,0.599,0.368,0.441,0.0,4,0.145,-6.656000000000001,1,0.0457,192.461,4,0.297
15652,229792,0.3779999999999999,0.57,0.767,0.00336,0,0.109,-7.138,1,0.1119999999999999,154.982,4,0.741
18419,205617,0.263,0.386,0.7140000000000001,0.0,6,0.233,-5.597,0,0.381,89.807,4,0.289
5545,260000,0.275,0.318,0.828,7.170000000000001e-05,3,0.325,-4.9910000000000005,0,0.104,119.798,4,0.118
7882,183994,0.237,0.763,0.6809999999999999,0.000363,0,0.0917,-7.291,1,0.0338,120.025,4,0.2269999999999999
12311,208903,0.0219,0.564,0.8170000000000001,0.0027199999999999,2,0.107,-6.154,1,0.0267,129.89600000000002,4,0.785
13179,192306,0.00807,0.59,0.647,4.3e-05,6,0.0921,-5.06,0,0.033,127.979,4,0.39
6135,375668,0.0289,0.826,0.613,0.8420000000000001,11,0.42,-6.438,0,0.0601,138.029,4,0.408
18119,316813,0.00379,0.737,0.88,0.00351,6,0.417,-6.449,1,0.0433,115.998,4,0.3289999999999999
10836,240706,0.938,0.621,0.306,6.709999999999999e-05,9,0.129,-9.78,0,0.0268,111.926,4,0.0853
12245,237933,0.0103,0.7090000000000001,0.939,0.0845,4,0.0936,-4.46,0,0.0542,124.0,4,0.389
2407,216733,0.00132,0.736,0.8109999999999999,0.0001419999999999,9,0.107,-4.17,0,0.081,103.502,4,0.609
402,226866,0.494,0.508,0.56,0.00611,9,0.106,-8.244,1,0.0304,122.514,4,0.386
2804,176226,0.006,0.46,0.765,2.14e-06,2,0.111,-13.655,1,0.179,167.764,4,0.196
13929,192380,0.0173,0.654,0.916,0.00834,5,0.444,-2.195,0,0.2239999999999999,126.108,4,0.408
18022,198081,0.0008269999999999,0.512,0.7240000000000001,0.000144,0,0.237,-5.912000000000001,1,0.0313,130.037,4,0.531
13001,316160,0.0072599999999999,0.488,0.417,1.04e-05,9,0.136,-10.775,1,0.0251,87.634,4,0.418
4695,214647,0.1889999999999999,0.965,0.414,0.0,1,0.0767,-6.408,1,0.0713,121.032,4,0.728
5455,290466,0.302,0.5579999999999999,0.435,0.0,1,0.0351,-6.812,1,0.0264,122.385,3,0.1989999999999999
5310,182933,0.296,0.5539999999999999,0.665,0.000195,2,0.583,-8.413,1,0.0329,88.84700000000001,4,0.35
8004,179131,0.261,0.718,0.73,0.0,11,0.126,-5.012,1,0.289,144.94299999999998,4,0.379
9844,170619,0.0979,0.77,0.944,0.0,7,0.0873,-2.697,0,0.0786,159.954,4,0.965
12456,174000,0.0102,0.7609999999999999,0.631,4.8700000000000005e-05,8,0.204,-4.705,1,0.0635,159.975,4,0.41
9258,271240,0.0642,0.752,0.7509999999999999,0.0014199999999999,8,0.278,-6.281000000000001,0,0.043,106.8,4,0.963
3123,251250,0.253,0.8109999999999999,0.57,0.0,5,0.148,-8.093,1,0.129,128.066,4,0.8140000000000001
748,222426,0.287,0.7959999999999999,0.872,0.0,9,0.284,-6.722,0,0.0573,129.894,4,0.866
4767,188280,0.244,0.506,0.611,3.97e-06,8,0.105,-7.843999999999999,1,0.1119999999999999,68.443,1,0.285
16154,192172,0.0215,0.765,0.7040000000000001,0.0,5,0.2269999999999999,-4.589,0,0.127,147.055,4,0.498
6391,244826,0.0182,0.648,0.7509999999999999,0.000401,8,0.0418,-8.582,1,0.0806,100.437,4,0.863
2969,347093,0.00258,0.417,0.877,0.00165,2,0.3979999999999999,-8.422,1,0.0495,91.578,4,0.593
17272,180266,0.0102,0.807,0.487,1.98e-06,9,0.0501,-10.456,1,0.0758,148.491,4,0.6509999999999999
17298,165381,0.102,0.623,0.7090000000000001,0.0,1,0.0967,-9.818,0,0.0636,122.394,4,0.948
14971,211505,0.000148,0.506,0.82,0.5479999999999999,7,0.0389,-4.142,1,0.0526,94.967,3,0.61
5464,215173,0.127,0.492,0.823,0.0,6,0.0523,-8.526,1,0.0297,94.342,4,0.7020000000000001
8317,166440,0.0237,0.52,0.883,0.249,1,0.205,-6.224,0,0.0316,96.499,4,0.6940000000000001
4807,224615,0.932,0.121,0.0818,0.96,3,0.091,-25.055,1,0.0433,80.232,4,0.0363
17071,172440,0.14,0.911,0.597,0.0,11,0.1159999999999999,-6.517,0,0.273,142.036,4,0.315
18349,175354,0.162,0.759,0.841,0.0,7,0.278,-3.893,0,0.0876,118.028,4,0.5660000000000001
7846,254556,0.0145,0.534,0.77,8.74e-06,1,0.2789999999999999,-6.324,0,0.0549,144.04,4,0.41
5765,268853,0.8220000000000001,0.494,0.243,0.00225,5,0.147,-9.083,0,0.0316,126.063,4,0.0722
8458,169720,0.0011099999999999,0.65,0.8859999999999999,0.000129,11,0.3339999999999999,-4.821000000000001,1,0.0483,124.013,4,0.88
4560,275013,0.0692,0.915,0.846,0.0,6,0.326,-4.032,0,0.271,130.94899999999998,4,0.6509999999999999
6297,157560,0.0825,0.482,0.654,1.15e-05,10,0.27,-8.4,0,0.316,151.269,4,0.655
5912,138426,0.992,0.196,0.00687,0.917,7,0.106,-34.255,1,0.0442,72.125,4,0.053
14798,211520,0.0027199999999999,0.517,0.906,9.26e-06,1,0.113,-3.677,1,0.0735,172.977,4,0.731
8093,298773,0.497,0.851,0.8490000000000001,2.05e-06,1,0.1159999999999999,-3.383,0,0.0828,120.014,4,0.8440000000000001
6954,244293,0.0063,0.662,0.925,1.29e-05,5,0.072,-3.399,1,0.0308,122.1,4,0.528
3913,169240,0.785,0.748,0.3939999999999999,0.000855,7,0.206,-11.145,1,0.11,119.837,4,0.574
17483,181982,0.285,0.758,0.597,0.0,0,0.155,-5.564,1,0.0309,87.749,4,0.679
14536,219880,0.324,0.8,0.693,0.0,1,0.123,-5.72,1,0.0499,152.08100000000002,4,0.424
11716,190946,0.193,0.579,0.904,0.0,5,0.064,-2.729,1,0.0618,82.014,4,0.6809999999999999
15533,224553,0.212,0.6779999999999999,0.8270000000000001,0.0,11,0.104,-4.49,1,0.0861,92.003,4,0.764
12177,230813,0.498,0.736,0.795,1.21e-06,1,0.254,-3.299,0,0.0545,104.066,4,0.511
18586,286693,0.291,0.5479999999999999,0.838,2.7000000000000004e-06,1,0.179,-4.981,1,0.0363,98.007,4,0.672
14580,229373,0.3279999999999999,0.675,0.746,0.0067599999999999,7,0.298,-4.97,1,0.0359,100.762,4,0.967
12809,151578,0.0777,0.846,0.725,0.0,9,0.256,-4.773,1,0.395,151.997,4,0.532
13206,369146,0.901,0.205,0.657,0.0,1,0.1369999999999999,-4.392,0,0.0331,157.922,3,0.177
7746,264760,0.122,0.5920000000000001,0.77,1.22e-06,1,0.103,-3.402,1,0.318,191.692,4,0.361
15180,167038,0.0707,0.7070000000000001,0.883,0.0,0,0.23,-4.281000000000001,1,0.0602,106.031,4,0.541
8256,241706,0.472,0.48,0.79,0.713,4,0.155,-7.775,1,0.0353,111.025,4,0.446
5734,218000,5.23e-05,0.669,0.848,0.931,4,0.0943,-9.412,0,0.05,125.881,4,0.515
6036,315333,0.00101,0.372,0.91,0.0944,2,0.13,-5.559,1,0.0392,161.964,4,0.7559999999999999
12956,211160,0.297,0.633,0.6729999999999999,0.0,6,0.206,-6.403,0,0.258,86.77600000000001,4,0.659
14743,172560,0.6629999999999999,0.737,0.701,7.929999999999999e-05,0,0.0864,-7.126,1,0.0621,102.899,4,0.8109999999999999
7241,84000,0.3429999999999999,0.785,0.679,0.0,0,0.106,-5.805,0,0.3229999999999999,160.148,4,0.48
5592,199706,0.00541,0.583,0.662,1.96e-06,0,0.284,-6.025,1,0.156,150.305,4,0.636
5750,151983,0.00022,0.762,0.754,0.0665,0,0.146,-3.425,0,0.046,129.026,4,0.715
12975,233280,0.838,0.502,0.43,1.98e-06,2,0.103,-7.694,1,0.0288,103.804,4,0.348
15008,187853,0.00764,0.507,0.933,7.859999999999999e-05,11,0.345,-3.74,1,0.091,148.14600000000002,4,0.555
7550,206413,0.358,0.6990000000000001,0.6990000000000001,0.0,8,0.0912,-5.564,0,0.0737,94.977,4,0.611
11457,314226,0.308,0.5329999999999999,0.486,3.19e-06,0,0.102,-8.293,0,0.0505,96.989,4,0.226
10145,220693,0.0316,0.7090000000000001,0.8320000000000001,1.2e-06,11,0.103,-5.008,1,0.0466,96.007,4,0.631
11893,200322,0.0156,0.594,0.722,0.0,4,0.0667,-5.751,0,0.0398,127.877,4,0.407
7679,193700,0.258,0.867,0.7240000000000001,0.0,6,0.0527,-4.266,1,0.0978,128.97,4,0.757
9374,310960,0.0084099999999999,0.767,0.6509999999999999,3.86e-05,6,0.0609,-10.186,0,0.0501,105.592,4,0.946
13597,158053,0.541,0.757,0.501,0.0,2,0.0718,-5.593,1,0.0466,89.931,4,0.91
11155,110769,0.7979999999999999,0.604,0.291,0.889,0,0.144,-13.967,1,0.392,78.066,1,0.111
11303,235333,0.5479999999999999,0.636,0.7240000000000001,0.0227,9,0.0707,-8.24,1,0.0428,135.915,4,0.923
13083,284320,0.836,0.499,0.371,0.00557,10,0.131,-11.624,1,0.0449,110.274,4,0.684
13813,112500,0.000304,0.736,0.7040000000000001,0.695,2,0.642,-10.026,1,0.135,127.989,4,0.391
283,187213,0.13,0.6990000000000001,0.6409999999999999,0.000218,2,0.0601,-7.564,1,0.0289,120.745,4,0.728
14492,166053,0.0251,0.823,0.513,0.0,1,0.0979,-6.382000000000001,1,0.0414,104.992,4,0.04
231,378373,0.1119999999999999,0.5589999999999999,0.73,0.00267,10,0.263,-8.461,0,0.0639,106.806,4,0.778
3013,220333,0.00143,0.485,0.645,0.207,6,0.094,-12.574000000000002,1,0.0318,124.627,4,0.556
5597,201253,0.0882,0.6940000000000001,0.852,0.0,7,0.3339999999999999,-5.34,0,0.257,107.178,4,0.377
12712,217296,0.192,0.595,0.569,0.0,10,0.0937,-7.093,0,0.0508,147.981,4,0.41
4141,135089,0.995,0.455,0.12,0.951,5,0.11,-17.811,0,0.0317,72.345,4,0.341
6853,156680,0.291,0.72,0.8190000000000001,4.92e-06,0,0.2239999999999999,-5.825,1,0.0557,115.042,4,0.735
14735,235226,0.00359,0.612,0.954,0.862,8,0.0896,-5.728,1,0.044,104.115,4,0.765
3194,221106,0.622,0.466,0.672,0.00108,8,0.147,-5.777,0,0.068,91.673,4,0.108
304,131360,0.0546,0.565,0.953,2.95e-05,9,0.0637,-6.504,1,0.0393,124.287,4,0.887
16752,137706,0.799,0.611,0.486,0.0,0,0.125,-12.781,0,0.0576,79.28399999999999,4,0.887
4939,188541,0.8959999999999999,0.602,0.275,0.0,10,0.155,-11.688,1,0.031,143.945,4,0.3429999999999999
5135,146760,0.858,0.615,0.306,0.958,0,0.15,-12.026,1,0.0289,103.818,3,0.613
6406,216533,0.249,0.653,0.677,0.0,0,0.4029999999999999,-12.244000000000002,1,0.0396,114.37,4,0.888
15480,179410,0.17,0.664,0.617,0.0,5,0.2189999999999999,-4.668,1,0.0395,98.986,4,0.275
10752,109625,0.439,0.7609999999999999,0.152,0.6409999999999999,5,0.123,-15.078,0,0.258,149.92700000000002,4,0.489
9569,233013,0.715,0.423,0.183,4.25e-05,9,0.104,-13.517,1,0.0344,122.341,3,0.142
1649,195653,2.87e-05,0.529,0.92,0.00202,3,0.0582,-4.168,1,0.0649,111.132,4,0.4379999999999999
1692,261546,0.1159999999999999,0.52,0.7170000000000001,0.0,6,0.249,-3.006,0,0.389,135.55,5,0.7040000000000001
17228,236133,0.00249,0.6459999999999999,0.77,0.0,2,0.0715,-6.596,0,0.226,99.165,4,0.6809999999999999
14192,230000,0.7490000000000001,0.655,0.602,1.33e-05,5,0.345,-6.015,0,0.048,164.11700000000002,4,0.599
2439,219683,0.716,0.505,0.397,0.0,5,0.0853,-9.349,1,0.324,95.063,1,0.5579999999999999
18744,256681,0.8590000000000001,0.34,0.419,0.00211,11,0.141,-12.244000000000002,1,0.0337,99.938,4,0.263
5239,156666,0.556,0.763,0.364,2.02e-05,5,0.0792,-14.244000000000002,1,0.0559,137.132,4,0.715
10468,236093,0.00496,0.733,0.899,4.72e-05,0,0.372,-4.237,1,0.143,127.086,4,0.76
2770,169893,0.106,0.481,0.93,0.000531,0,0.0878,-6.046,1,0.0342,176.167,4,0.877
7520,195590,0.12,0.916,0.493,2.63e-06,1,0.211,-7.371,0,0.162,140.05700000000002,4,0.327
11987,224987,0.619,0.7,0.633,0.0,7,0.3389999999999999,-7.635,0,0.0334,142.015,4,0.506
9742,278026,0.0002089999999999,0.429,0.966,0.124,8,0.371,-4.605,1,0.0733,179.956,4,0.525
16919,211693,0.812,0.6659999999999999,0.324,0.0534,5,0.104,-11.927,0,0.0381,84.008,4,0.2189999999999999
13490,218933,0.126,0.75,0.6,0.0214,2,0.0727,-5.518,0,0.0327,126.003,4,0.701
2186,365466,0.126,0.878,0.821,0.0461,11,0.183,-9.875,1,0.089,118.881,4,0.947
15015,212081,0.0047,0.56,0.696,0.0265,10,0.286,-8.802,0,0.0591,127.967,4,0.696
10049,128773,0.0826,0.701,0.85,0.0,10,0.0447,-3.776,1,0.0423,106.171,4,0.92
12857,232320,0.000683,0.419,0.938,0.0,7,0.114,-3.12,1,0.0837,160.151,4,0.3329999999999999
13751,192598,0.104,0.637,0.7829999999999999,0.0,10,0.5710000000000001,-5.228,0,0.131,133.164,5,0.371
8528,225280,0.018,0.573,0.902,0.00125,6,0.0928,-7.638,0,0.054,84.412,4,0.8759999999999999
10242,291733,0.6579999999999999,0.5529999999999999,0.638,0.8390000000000001,10,0.141,-8.383,1,0.031,96.092,4,0.4429999999999999
16635,130169,0.951,0.5329999999999999,0.3979999999999999,0.932,4,0.111,-10.525,0,0.031,120.09,4,0.0668
2581,243960,0.0182,0.507,0.7290000000000001,1.4e-06,11,0.0658,-5.399,0,0.0393,105.013,4,0.272
7030,186355,0.021,0.578,0.8140000000000001,0.0,6,0.0948,-2.463,0,0.165,89.992,4,0.5479999999999999
8083,169760,0.00854,0.7020000000000001,0.898,0.000154,9,0.0917,-6.002999999999999,1,0.0373,112.845,4,0.731
13085,191906,0.369,0.483,0.685,0.0,10,0.0817,-3.232,0,0.174,185.502,4,0.546
13910,187500,0.214,0.557,0.616,0.0,9,0.281,-5.99,0,0.226,207.983,4,0.7340000000000001
3873,153520,0.589,0.8540000000000001,0.456,0.0,5,0.252,-9.579,1,0.0409999999999999,119.289,4,0.906
8611,238626,0.0863,0.7070000000000001,0.813,0.0,11,0.168,-4.515,0,0.0571,124.921,4,0.722
1115,318586,0.0002029999999999,0.354,0.825,6.95e-05,6,0.0758,-5.325,1,0.0406,105.495,4,0.16
9560,260533,0.818,0.546,0.311,1.65e-05,1,0.107,-10.396,1,0.0288,147.464,4,0.246
14751,184946,0.472,0.608,0.871,0.0,3,0.0916,-3.89,0,0.0988,126.614,4,0.583
17135,177322,0.4039999999999999,0.757,0.405,0.0,2,0.092,-5.921,0,0.1669999999999999,84.98100000000001,4,0.7040000000000001
10679,216186,0.2739999999999999,0.4039999999999999,0.48,8.63e-06,9,0.132,-8.906,0,0.0303,129.162,3,0.2
735,211026,0.0249,0.629,0.785,9.45e-06,5,0.0522,-10.761,1,0.0471,108.531,4,0.8690000000000001
10067,212662,0.775,0.807,0.401,0.0,8,0.0994,-10.653,1,0.0521,117.409,4,0.696
362,187013,0.1889999999999999,0.541,0.4589999999999999,0.0274,4,0.099,-10.433,0,0.0297,171.165,4,0.8029999999999999
16838,303013,0.00171,0.5479999999999999,0.865,0.000449,0,0.457,-5.325,1,0.0302,116.046,4,0.61
10808,370009,0.0633,0.8270000000000001,0.7070000000000001,0.898,7,0.0874,-4.598,0,0.0897,119.992,4,0.7040000000000001
17062,142273,0.035,0.964,0.346,0.0,5,0.108,-9.309,0,0.53,119.958,4,0.562
1973,160306,0.312,0.564,0.493,0.0,2,0.483,-12.349,1,0.0795,79.368,4,0.653
16939,227068,0.138,0.5710000000000001,0.373,0.000535,5,0.108,-7.77,0,0.0269,103.08,3,0.0762
1024,180880,0.000479,0.467,0.958,0.1989999999999999,4,0.299,-4.808,0,0.0775,145.92,4,0.701
10066,200173,0.6459999999999999,0.725,0.273,1.16e-06,8,0.0401,-13.439,1,0.0615,176.192,3,0.926
6480,238576,0.928,0.477,0.128,0.0,2,0.0875,-14.567,1,0.0707,88.917,4,0.38
57,218000,6.94e-06,0.408,0.965,0.0004019999999999,2,0.11,-4.232,1,0.05,136.018,4,0.349
11721,191935,0.4429999999999999,0.774,0.45,3.28e-05,11,0.127,-6.86,1,0.0896,90.055,4,0.648
16979,288720,0.623,0.369,0.758,1.7800000000000002e-05,5,0.531,-5.871,1,0.0364,140.71,4,0.6629999999999999
14649,189066,0.6409999999999999,0.605,0.69,0.0,2,0.162,-7.602,0,0.047,105.315,4,0.927
1591,236160,0.0597,0.447,0.662,2.88e-06,9,0.0869,-4.221,1,0.0259,172.015,4,0.307
8143,298760,0.165,0.3829999999999999,0.662,0.0,2,0.248,-5.162000000000001,1,0.0333,121.154,4,0.138
117,241135,0.0652,0.8,0.8370000000000001,4.52e-05,7,0.0699,-4.488,1,0.099,105.026,4,0.813
6937,265466,0.000247,0.667,0.777,0.0011099999999999,5,0.0602,-11.435,0,0.0293,124.947,4,0.797
9169,324373,0.104,0.792,0.701,0.0,6,0.7609999999999999,-7.198,0,0.283,103.888,4,0.251
12922,209266,0.00125,0.243,0.934,0.0,1,0.317,-4.468,0,0.434,197.86,4,0.267
10114,205000,0.0905,0.504,0.807,0.0,2,0.142,-3.839,1,0.0505,171.06099999999998,4,0.3779999999999999
15237,224520,0.0265,0.4479999999999999,0.845,4.24e-06,0,0.376,-4.123,1,0.0611,127.978,4,0.4579999999999999
16819,204346,0.0512,0.772,0.78,0.0,10,0.119,-4.288,0,0.108,124.988,4,0.7190000000000001
6837,251466,0.179,0.7020000000000001,0.6579999999999999,0.000636,9,0.1,-7.835,1,0.0332,97.851,4,0.736
3496,219795,0.316,0.755,0.613,0.0,4,0.0935,-5.029,0,0.318,98.029,4,0.923
10122,210426,0.0696,0.6609999999999999,0.648,1.09e-06,3,0.126,-5.385,0,0.0682,127.764,4,0.332
5494,231506,0.742,0.6859999999999999,0.2339999999999999,0.0,0,0.145,-12.646,1,0.0295,106.581,4,0.342
16341,220865,0.301,0.728,0.49,2.8e-06,2,0.0707,-6.535,0,0.0481,62.514,4,0.55
125,338853,0.071,0.375,0.862,0.0,11,0.211,-3.363,0,0.255,159.841,4,0.478
16687,418173,0.00366,0.56,0.857,0.176,9,0.225,-8.453,0,0.0324,110.544,4,0.938
8887,195053,0.75,0.629,0.4639999999999999,0.0,4,0.0853,-8.72,1,0.0334,156.05100000000002,4,0.523
7585,189173,0.0658,0.6779999999999999,0.7290000000000001,0.0,8,0.303,-4.188,1,0.1369999999999999,99.895,4,0.643
9244,329000,0.00244,0.882,0.589,0.000981,11,0.214,-7.604,0,0.0596,111.142,4,0.809
12963,231786,0.0153,0.6940000000000001,0.8809999999999999,0.0196,1,0.0851,-4.053,0,0.0701,121.554,4,0.924
15712,195466,0.0485,0.708,0.6629999999999999,0.000441,7,0.0725,-12.344,1,0.0327,103.466,4,0.88
13673,189173,0.0658,0.6779999999999999,0.7290000000000001,0.0,8,0.303,-4.188,1,0.1369999999999999,99.895,4,0.643
4294,181301,0.217,0.581,0.91,0.0,2,0.147,-5.05,0,0.0858,126.033,4,0.34
4437,154965,0.609,0.846,0.2,0.362,9,0.105,-13.281,0,0.0898,127.006,4,0.573
3448,228780,0.0881,0.512,0.501,0.0,5,0.0942,-12.383,1,0.18,160.085,4,0.421
4945,222000,0.887,0.628,0.216,6.17e-06,4,0.129,-8.81,1,0.0296,138.03799999999998,4,0.337
15549,213600,0.0129,0.76,0.579,0.00351,0,0.106,-7.374,1,0.0569,100.01,4,0.125
10187,190320,0.0173,0.6759999999999999,0.916,1.92e-06,0,0.316,-3.401,1,0.0388,105.061,4,0.604
6168,165000,0.000342,0.551,0.922,1.82e-05,7,0.121,-3.884,1,0.109,128.05,4,0.33
7541,256341,0.185,0.8490000000000001,0.6990000000000001,0.00118,4,0.0954,-5.193,0,0.0574,100.989,4,0.0778
16876,263306,0.6559999999999999,0.742,0.212,2.82e-05,7,0.107,-12.095,1,0.0364,120.547,4,0.2269999999999999
17165,145085,0.0397,0.7490000000000001,0.564,0.0,8,0.103,-2.891,1,0.1119999999999999,158.869,4,0.0495
7897,198658,0.43,0.5589999999999999,0.379,0.0,5,0.0649,-7.217,0,0.0955,172.095,4,0.7909999999999999
2533,251293,5.18e-05,0.376,0.938,0.574,5,0.0705,-4.9,1,0.0618,120.514,4,0.385
15526,208026,0.659,0.77,0.607,0.0,10,0.159,-6.102,0,0.372,150.006,4,0.747
12056,231214,0.7440000000000001,0.15,0.173,0.000531,5,0.0685,-15.79,1,0.0298,76.138,5,0.0735
17182,205668,0.354,0.8809999999999999,0.369,0.00379,10,0.0988,-10.844,1,0.1939999999999999,76.98899999999999,4,0.1009999999999999
15874,214147,0.074,0.682,0.7140000000000001,0.0,9,0.278,-6.306,1,0.0399,127.443,4,0.581
18810,137852,0.526,0.653,0.5,0.00315,6,0.0969999999999999,-7.338999999999999,1,0.0389,85.994,4,0.8390000000000001
16344,176146,0.344,0.489,0.637,0.0,1,0.176,-5.013999999999999,1,0.0402,170.157,4,0.345
9285,316053,0.177,0.86,0.71,0.0,7,0.0865,-5.705,1,0.285,122.993,4,0.764
2292,180240,0.2,0.901,0.654,0.0,10,0.165,-10.15,1,0.0655,110.131,4,0.7809999999999999
11950,181000,0.292,0.767,0.677,0.0,5,0.292,-4.668,1,0.0332,119.954,4,0.591
9327,310693,0.0113,0.706,0.889,0.0,10,0.708,-6.124,0,0.244,140.879,4,0.633
11557,189705,0.0139999999999999,0.748,0.531,0.000281,1,0.118,-11.06,1,0.3229999999999999,169.917,4,0.258
16400,215560,0.000297,0.496,0.7609999999999999,1.66e-06,1,0.302,-5.651,0,0.0337,94.972,4,0.355
6196,186715,0.0004849999999999,0.782,0.669,0.284,4,0.106,-9.721,0,0.0641,127.953,4,0.122
8770,233933,0.0136,0.655,0.706,0.0,4,0.506,-6.702000000000001,0,0.2739999999999999,86.10600000000001,4,0.289
13612,206960,0.0558,0.412,0.8390000000000001,0.0,9,0.1159999999999999,-4.222,0,0.118,116.854,4,0.523
3164,187320,0.015,0.7170000000000001,0.496,0.0,5,0.139,-6.263,0,0.045,140.01,4,0.301
16287,180897,0.268,0.738,0.629,0.00114,6,0.163,-4.882,0,0.0495,146.067,4,0.319
8976,230400,0.0061,0.546,0.993,0.253,1,0.2319999999999999,-2.068,1,0.396,150.0,4,0.445
2871,238106,0.105,0.386,0.916,0.0099099999999999,2,0.325,-5.955,1,0.0741,135.642,4,0.775
17303,158040,0.782,0.5820000000000001,0.636,0.0,0,0.534,-9.266,1,0.0381,135.769,4,0.715
9956,187123,0.511,0.4589999999999999,0.476,0.0,2,0.2189999999999999,-5.277,1,0.0467,139.624,4,0.247
17011,302560,0.0427,0.522,0.833,0.00454,1,0.605,-8.687999999999999,1,0.0401,137.127,4,0.5579999999999999
9639,193939,0.133,0.608,0.7879999999999999,0.155,5,0.412,-7.891,1,0.0458,118.026,4,0.556
13519,295564,0.00128,0.787,0.497,0.87,0,0.205,-8.181000000000001,1,0.0443,130.026,4,0.659
17712,95978,0.855,0.716,0.441,0.00201,2,0.152,-9.849,1,0.04,86.508,4,0.852
4192,275200,0.768,0.568,0.476,4.429999999999999e-05,2,0.119,-7.111000000000001,0,0.0438,95.834,4,0.5770000000000001
7237,167682,0.246,0.71,0.591,0.135,7,0.0743,-6.718999999999999,0,0.0594,158.089,4,0.812
8472,239253,6.709999999999999e-05,0.386,0.931,0.0,2,0.146,-5.874,0,0.0974,77.119,4,0.3389999999999999
4949,215563,0.8240000000000001,0.629,0.208,3.700000000000001e-06,5,0.107,-16.225,1,0.0324,96.609,4,0.685
5306,138800,0.307,0.565,0.336,0.0,7,0.0949,-16.387,1,0.0319,82.294,4,0.7959999999999999
10464,210400,0.775,0.455,0.564,0.03,5,0.249,-7.404,0,0.0331,143.855,4,0.85
7250,204669,0.0681,0.669,0.564,0.0,5,0.1,-6.5120000000000005,1,0.0778,83.057,4,0.148
2958,213693,0.00938,0.506,0.7609999999999999,0.782,3,0.298,-9.765,1,0.0404,112.511,4,0.745
18180,229412,0.086,0.6829999999999999,0.562,0.2789999999999999,0,0.12,-10.315,0,0.0605,98.027,4,0.149
18183,267152,0.0447,0.845,0.7440000000000001,0.3429999999999999,10,0.13,-9.539,1,0.0567,126.0,4,0.6940000000000001
1186,213174,0.286,0.5529999999999999,0.825,0.0,0,0.314,-4.328,1,0.0603,101.657,4,0.897
5167,255001,0.721,0.637,0.1889999999999999,0.0,7,0.0939,-10.726,1,0.0471,120.142,4,0.695
6568,230306,0.624,0.568,0.435,0.0,0,0.114,-6.152,1,0.0303,159.881,3,0.612
14668,209440,0.0208,0.563,0.603,4.38e-05,7,0.1689999999999999,-8.06,0,0.0299,94.582,4,0.365
9067,239466,0.076,0.912,0.836,3.22e-06,2,0.0285,-7.615,1,0.231,111.7,4,0.7240000000000001
3078,197328,0.025,0.4,0.603,0.0,10,0.372,-8.832,0,0.0785,76.418,4,0.653
15206,192261,0.142,0.584,0.494,0.0,5,0.143,-7.841,0,0.0541,104.683,4,0.622
15172,263655,0.00806,0.7190000000000001,0.557,0.00877,2,0.0965,-6.187,0,0.0355,121.997,4,0.488
2918,237653,0.00275,0.488,0.862,0.193,7,0.3289999999999999,-8.052,1,0.0371,89.81700000000001,4,0.617
3648,239160,0.2269999999999999,0.845,0.728,0.0,0,0.0762,-3.855,1,0.268,119.986,4,0.451
14490,142640,0.0304,0.906,0.672,0.000926,4,0.105,-5.827999999999999,0,0.0505,123.02,4,0.7340000000000001
2557,202560,0.738,0.508,0.362,0.000998,0,0.0922,-9.688,1,0.0262,107.459,4,0.3279999999999999
5443,205093,0.093,0.7090000000000001,0.8109999999999999,1.0800000000000002e-05,7,0.1,-6.603,1,0.0323,132.72799999999998,4,0.735
12968,174033,0.0213,0.755,0.925,3.32e-05,0,0.1009999999999999,-3.977,1,0.257,125.06,4,0.804
17793,176133,0.315,0.754,0.805,0.0,6,0.203,-4.249,1,0.0752,93.983,4,0.555
4021,229520,0.00885,0.5710000000000001,0.929,0.000324,7,0.302,-5.349,1,0.0913,150.934,4,0.5710000000000001
4529,183375,0.5660000000000001,0.762,0.6990000000000001,0.0,7,0.2339999999999999,-6.36,1,0.0666,80.029,4,0.535
4585,503320,0.185,0.4039999999999999,0.654,1.52e-06,11,0.588,-6.324,1,0.129,139.545,4,0.28
11241,390959,0.0114,0.573,0.8109999999999999,0.00155,0,0.166,-6.861000000000001,0,0.0292,110.978,4,0.7390000000000001
11508,159400,0.809,0.736,0.45,0.0,2,0.108,-9.406,1,0.228,153.888,4,0.6629999999999999
18057,231814,0.5579999999999999,0.316,0.54,0.83,7,0.0935,-16.508,1,0.0482,133.736,4,0.0679
12841,178244,4.32e-06,0.439,0.958,2.41e-06,9,0.0641,-4.236000000000001,0,0.0953,90.036,4,0.254
14230,163604,0.498,0.887,0.501,0.0,1,0.122,-7.982,1,0.419,145.995,4,0.4029999999999999
635,211933,0.0814,0.578,0.213,0.0,0,0.1159999999999999,-18.504,1,0.0277,84.77799999999999,4,0.317
